NDVI,NIR,RED,BLUE,SWIR,label
0.5901428612819832,0.7097990912717107,0.31973169683940733,0.11560186404424366,0.3233991780504304,oil_palm
0.8598528437324806,0.8202230023486418,0.2416145155592091,0.052058449429580246,0.3939819704323989,forest
0.14246782213565523,0.23636499344142015,0.43668090197068676,0.3608484485919075,0.6049512863264476,urban
0.4582458280396084,0.6917779342083569,0.22789877213040838,0.1292144648535218,0.35495427649405376,oil_palm
0.5570351922786027,0.6299510673237539,0.30284688768272233,0.15924145688620425,0.3069675619079997,oil_palm
0.4426310309218229,0.559757738947792,0.34233283058799996,0.19656320330745594,0.47125960221746915,cocoa
0.4195344228012768,0.7026349539768235,0.28803049874792025,0.11220382348447788,0.3742765365166905,oil_palm
0.8727961206236347,0.7517559963200033,0.23250445687079638,0.0811711076089411,0.3040136042355622,forest
0.4462136138813818,0.6954376941646837,0.31626992350416716,0.19394989415641892,0.48422410256414733,cocoa
0.6304685587557792,0.5632738753077879,0.22939742936287177,0.10452272889105381,0.39879954961448966,cocoa
0.4542698063547792,0.7243106263727894,0.2713506653387179,0.1280934509687381,0.3814044124737373,oil_palm
0.8406590942262119,0.7149101287359542,0.29737738732010344,0.12722447692966574,0.2397431363068345,forest
0.8446384285364502,0.8413714687695234,0.24580143360819745,0.12712703466859457,0.21480893034681808,forest
0.42317381190502595,0.7294655138813391,0.32465962536551163,0.13308980248526492,0.30953375254290355,oil_palm
0.4650366644053494,0.7094409267507096,0.32751149427104265,0.18872127425763266,0.3708322387742924,oil_palm
0.8139734361668985,0.8521570097233795,0.21225543951389925,0.1270967179954561,0.2987591192728782,forest
0.5068852545896374,0.5538128690116143,0.21618371404899567,0.10314291856867343,0.4454615616895671,cocoa
0.5017141382329405,0.7361349710889139,0.249858445829775,0.141038292303563,0.4133326707814573,oil_palm
0.6230939729486379,0.7579502905827535,0.1322442574508009,0.1429697652342573,0.3616240759128834,forest
0.6178651475469294,0.6705508115348672,0.2279855088329054,0.1892558998489978,0.4309013362873476,cocoa
0.2792182599846986,0.2636006949943728,0.4220103849055354,0.34558703250838835,0.5854215577252513,urban
0.2721461166512687,0.20139042610623814,0.5021494605155131,0.3834822006297558,0.544421562094146,urban
0.7012845514210884,0.8885819407825039,0.16464058640415105,0.10187906217433661,0.3406037917790356,forest
0.5943564165441921,0.7443670942413166,0.2503564591650728,0.14972485058923854,0.34513174647251543,oil_palm
0.6110660842063598,0.8219128667959794,0.20053580464577228,0.05514787512499894,0.2557292928473223,forest
-0.05208762186660552,0.07173423081368346,0.12341791404163446,0.5971300908221201,0.03178497443603504,water
0.5904049038321795,0.58564563159886,0.3092324522917789,0.13677831327192533,0.4448458745890369,cocoa
0.5339436710186897,0.5635434655081613,0.3252953743383857,0.13207800649717358,0.3779777765599781,cocoa
0.7772678829564725,0.8355128723684565,0.10331756578557123,0.1012093058299281,0.2452991550395876,forest
0.4435916072512479,0.6536406607153699,0.2580103019450806,0.19367299887367345,0.37062814162189894,cocoa
0.42269470424811784,0.7387040427417844,0.37546787067619625,0.12579416277151556,0.39899760690512687,oil_palm
0.21104016231989245,0.3059301156712013,0.44837045818009036,0.31862055356117985,0.6794431515906653,urban
0.02662029145465359,0.10085446865730512,0.10238143619189914,0.5451911357740479,0.09073992339573195,water
0.2559751091715248,0.32840632923085755,0.4168279929990098,0.33232574281892274,0.6797108377054158,urban
0.4022992629041574,0.5652207314299048,0.2995252653662084,0.10050615838462187,0.3741212077126248,cocoa
0.5729737994231734,0.6477941889253901,0.23364039641908396,0.1712179221347536,0.38558736312451997,cocoa
0.5492982810236048,0.6974449348570821,0.3698446820988356,0.16576128923003436,0.3852462905003207,oil_palm
0.7103147409178301,0.7530404735363451,0.1487979286758167,0.14730105547524455,0.2786195449333521,forest
0.22622772519945258,0.3589622607083297,0.5005274186210384,0.4153807769252718,0.5985035387637727,urban
0.8167356345784516,0.7561544724881711,0.10486319328629078,0.11454722959071678,0.2354221358814098,forest
0.09078571540051748,0.1872296585330673,0.10552380503831667,0.4030913233057735,0.09354867063289529,water
0.5933309638087338,0.744542996563388,0.370601891093472,0.12944488920695857,0.3577646592902888,oil_palm
0.16338440103125554,0.23389854933721851,0.51136025249167,0.48723095483215617,0.6392059593349946,urban
0.42429412344269213,0.6422510840048754,0.34850807751563945,0.11400840152365241,0.4277494478545605,cocoa
0.2481537235508409,0.3394031481990536,0.5404968167974219,0.371898230243951,0.5587183688528986,urban
0.26202267893583614,0.3734144637160208,0.5826481105112943,0.40226847977218755,0.6003032589374399,urban
0.22999278615555302,0.3403933754515407,0.5591585338872201,0.47800106836351325,0.5675990313703071,urban
0.4187963879681738,0.6867420211494261,0.20718845475934844,0.14655980181324602,0.3813966952061365,oil_palm
0.7772499781707032,0.7061000499878098,0.10746963774984289,0.13226005606596583,0.2720381282822526,forest
0.7566729780164413,0.8539987106197222,0.14316420549936865,0.11228904758190002,0.2170694929987536,forest
0.7594063894704444,0.8081270243220213,0.22748598029964132,0.12260913337226616,0.39517041589250695,forest
0.4807391182353115,0.6692779292153055,0.24062483768931114,0.14389714207056362,0.3617684572013399,cocoa
0.8887945244033776,0.8671960241024412,0.2391948412187396,0.090895294441427,0.23465886401416916,forest
0.6750728694493786,0.8098453329412241,0.24291918454001246,0.11601973767177312,0.25598677938918857,forest
0.04757938333915371,0.13315310787671011,0.14175811193515286,0.483920012485558,0.032295789055104177,water
0.5515692220928738,0.6021590232944634,0.22321452810138326,0.10460026420217527,0.3061093203478455,oil_palm
0.24073157187600472,0.29483476581746504,0.4195668321302003,0.39832317502336645,0.5946943541561132,urban
0.7301554947713919,0.7797009468794747,0.22317001961044328,0.11350936508676437,0.2090608019544089,forest
0.5251719831428473,0.6754704387870132,0.3712979682376645,0.16586936316189452,0.32444016406221443,oil_palm
0.7927257834618947,0.7053022621083244,0.21715511625469266,0.14402302414249576,0.3150948355751758,forest
0.5286576436884707,0.6687379335737275,0.309123357863187,0.19414648087765252,0.35791539567011615,oil_palm
0.08107012839121275,0.07936867021839447,0.060404195131274825,0.4201556002754854,0.011639964308639476,water
0.8049020320249071,0.7142377296920458,0.16379512605875227,0.13448753109694545,0.2046543871471652,forest
0.15637095495467998,0.22363296552433126,0.5393474330728302,0.4257885693559768,0.6754944027054105,urban
0.2606961860769697,0.2564069145142613,0.43548790875594456,0.4501229503281717,0.6613669478534527,urban
-0.017476464617714706,0.10580271286891749,0.16646194411129955,0.46816070805060356,0.09376815930432084,water
0.18579880547500366,0.3501742135582995,0.5509085748169364,0.3206247737671865,0.6805105813359132,urban
0.6066143665269355,0.5980074401545917,0.33432848427443007,0.13892016787341632,0.35162564772204474,cocoa
-0.0817426646427733,0.09789704563856225,0.19250929505762077,0.5901214293875112,0.06160940993109575,water
0.5121113804945799,0.5939816157547096,0.2492996818054874,0.16725184560770384,0.462856179415652,cocoa
0.25792362855891077,0.21824122060973808,0.4988840609405163,0.31151175200332887,0.6099057764647471,urban
0.5775408365516599,0.6526372518828117,0.22341340328552117,0.11429916820528359,0.41422659475762086,oil_palm
0.4252806690306976,0.5626160209172496,0.30514536971886796,0.10727630063641935,0.47327900889355345,cocoa
0.11626975612837996,0.2169675428170384,0.597327915700235,0.37485415915122405,0.5741284294133782,urban
0.28944971547677173,0.3972002127645742,0.5506756370517883,0.37525191710618316,0.5167001433397338,urban
0.211680849947161,0.28484440184939525,0.5812708770189472,0.32223949646123023,0.5985250208581718,urban
0.7405981925982379,0.7112606551363674,0.12376358325361439,0.06175262467771049,0.32984206042321274,forest
0.21667375301943193,0.3924345096949084,0.4749741159047408,0.35714241725637214,0.673719825637892,urban
0.8889667618321834,0.7024308949379632,0.2939757653415278,0.05431599119505762,0.3782286227396142,forest
0.6482411990298251,0.5610694847103098,0.2830781426601981,0.1969302535619099,0.4284646766255223,cocoa
0.5739371722461544,0.618181159715166,0.2941337120126095,0.15843143119231004,0.48517370157364836,cocoa
0.6842889568776691,0.8900822968153118,0.27805275677818325,0.0955656752785713,0.32402651956030737,forest
0.6564363479171283,0.7927396809879964,0.17067044560521055,0.10836561118508721,0.21554692739299697,forest
0.09724214889592059,0.15472425710296178,0.13041445495161808,0.4619055232572656,0.08324155177362538,water
0.44065423483622285,0.6866390776740763,0.32338058643847534,0.19497999132919241,0.458857926258254,cocoa
0.5045607590726547,0.689909272503102,0.3299095834250612,0.10452186701061894,0.3539550461745878,cocoa
0.5621106661563665,0.7480914193972417,0.23008337822070565,0.15941307153521353,0.35713362849465324,oil_palm
0.06842378462714174,0.1757493057066707,0.12030397396924555,0.482963900467533,0.034606636473763566,water
